Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,X34
230440005060767,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,218,730,3.35,2.19,1199.56,2160593.18,1428.99,2246444.91,680.41,1116887.23,1099.26,1344567.39,NA
230440005060768,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,320,1165,3.64,3.55,1355.43,1399097.37,1431.48,1368633.97,763.72,1024773.79,1178.15,1092701.93,NA
230440005060769,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,189,691,3.66,2.92,1455.71,3269749.99,1572.17,3348690.49,853.49,2392621.69,1338.72,3105111.91,NA
230440005060770,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,255,887,3.48,2.98,1238.79,1911144.66,1278.91,1921773.44,720.55,1106688.24,1049.27,1266942,NA
230440005060771,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,216,770,3.56,3.02,802.24,404135.49,857.84,384350.77,485.73,327594.17,714.69,318359.05,NA
230440005060772,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,304,1033,3.4,2.69,708.12,1405782.9,912.15,1625660.44,469.42,715477.82,771.19,943122.48,NA
230440005060773,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,205,652,3.18,3.02,456.19,246088.48,649.43,224686.33,351.71,178051.26,599.85,154751,NA
230440005060774,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,190,691,3.64,3.08,1062.87,1483546.09,1346.31,1497664.79,819.48,1255593.45,1202.94,1382146.68,NA
230440005060775,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,258,961,3.72,2.64,1623.17,3117320.55,1702.35,3134664.4,853.79,1652148.6,1287.46,1933494.33,NA
230440005060776,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,185,658,3.56,2.32,1759.49,4550143.47,1849.47,4616796.09,958.23,2190424.28,1387.46,2577002.3,NA
230440005060777,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,165,615,3.73,2.99,1386.97,1701716.68,1578.28,1634035.55,843.99,1216478.08,1219.84,1299956.26,NA
230440005060778,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,189,641,3.39,2.34,1410.1,1514153.09,1522.91,1463197.83,789.82,1049120.6,1215.43,1097287.98,NA
230440005060779,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,247,838,3.39,2.45,847.88,327759.86,879.94,311874.16,513.18,290626.99,701.78,265031.51,NA
230440005060780,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,168,658,3.92,3.43,535.74,248891.46,616.47,236545.26,337.79,159919.89,555.5,142000.44,NA
230440005060781,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,142,515,3.63,2.63,497.87,208535.23,636.92,177938.33,324.27,147967.52,580.49,116017.81,NA
230440005060782,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,1,322,1209,3.75,3.31,569.99,499148.12,607.74,509296.9,311.87,246033.41,494,299833.16,NA
230440005060783,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,258,851,3.3,2.26,1052.01,689263.46,1130.91,651571.18,618.79,594687.82,969.85,591587.58,NA
230440005060784,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,141,528,3.74,3.18,467.43,86090.4,553.85,53874.1,328.36,102079.83,553.23,47369.41,NA
230440005060785,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,260,1000,3.85,2.79,359.6,72727.53,513.71,24462.26,264.9,74493.46,504.46,20888.12,NA
230440005060786,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,230,819,3.56,2.6,351.95,117880.67,522.25,85773.4,301.05,117416.05,535.74,83124.31,NA
230440005060787,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,195,698,3.58,2.76,591.11,212631.36,643.94,197529.44,335.38,159517.39,557.23,141357.23,NA
230440005060788,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,283,1030,3.64,2.8,1803.37,2767199.89,1890.2,2736196.48,947.29,1633502.89,1390.86,1781690.32,NA
230440005060789,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,195,692,3.55,2.34,1570.2,4314748.64,1913.68,4603088.39,1064.08,2743386.47,1574.84,3257054.63,NA
230440005060790,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,302,1101,3.65,2.79,1231.04,6049252.89,1392.42,6619664.63,642.2,2275978.1,1049,3292670.67,NA
230440005060791,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,175,594,3.39,2.44,1423.11,1688412.53,1491.29,1667503.62,803.9,1078014.44,1139.21,1145854.3,NA
230440005060792,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,283,919,3.25,2.78,1012.12,1740605.25,1123.25,1807158.86,615.63,1010731.96,947.3,1241525.55,NA
230440005060793,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,150,510,3.4,3.33,722.13,742275.65,941.9,761341.88,536.19,546656.52,884.31,593904,NA
230440005060794,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,239,832,3.48,2.88,444.71,423882.08,727.98,488112.65,319.21,233770.41,649.21,261278.34,NA
230440005060795,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,1,150,486,3.24,1.96,427.3,610955.24,1068.25,846621.04,247.08,299460.28,843.21,521058.59,NA
230440005060796,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,227,804,3.54,2.51,903.48,958273.38,1096.74,951260.99,503.85,557753.62,916.7,636513.42,NA
230440005060797,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,271,916,3.38,3.98,586.29,677362.04,782.68,750909.98,418.61,373461.52,713.08,426306.26,NA
230440005060798,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,294,979,3.33,3.08,582.26,396378.87,785.24,375073.32,416.93,511437.5,718.19,664943.63,NA
230440005060799,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,193,667,3.46,3.66,468.64,342228.72,706.62,347900.38,294.09,220412.75,638.86,258688.19,NA
230440005060800,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,211,713,3.38,2.79,683.42,282349.03,771.13,250780.88,459.26,286158.7,719.35,261059.28,NA
230440005060801,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,356,1211,3.4,2.81,652.04,605014.39,786.87,624091.54,422.92,423521.12,716.04,507306.46,NA
230440005060802,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,258,877,3.4,3.11,796.14,535234.26,828.24,530207.72,477.42,444240.6,726.51,495157.28,NA
230440005060803,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,256,873,3.41,2.8,753.2,360448.44,793.5,347705.39,461.03,268869.36,642,258205.81,NA
230440005060804,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,1,233,773,3.32,2.84,478.55,134155.11,551.99,114105.45,321.56,120052.62,498.98,97708.56,NA
230440005060805,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,1,171,636,3.72,3.54,492.6,162698.99,597.41,134501.73,289.92,114577.33,502.59,91663.29,NA
230440005060806,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,319,1150,3.61,3.22,472.68,138081.98,586.72,104357.64,282.23,120175.25,535.29,92409.29,NA
230440005060877,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400020,Jardim Guanabara,1,0,201,719,3.58,4.39,939.24,1748939.82,1054.68,1842668.13,532.96,785269.11,833.85,978194.2,NA
230440005060878,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400020,Jardim Guanabara,1,0,173,613,3.54,3.4,761.46,629782.33,813.17,630505.63,476.49,597660.47,712.75,725967,NA
230440005060879,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400020,Jardim Guanabara,1,0,152,538,3.54,4.65,1104.78,1267446.13,1199.48,1262463.34,627.34,749913.66,968.98,827509.95,NA
230440005060880,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400020,Jardim Guanabara,1,0,222,805,3.63,2.3,617.73,818509.02,884.75,936831.74,466.84,708711.32,884.07,973973.68,NA
230440005060881,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400020,Jardim Guanabara,1,0,247,912,3.69,2.82,810.54,912486.96,881.95,929976.45,447.72,458574.47,706.01,540942.5,NA
230440005060882,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,195,726,3.72,2.31,2001.24,33551474.97,2255.73,37265536.37,947.37,10815945.35,1499.24,16302433.31,NA
230440005060883,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,192,675,3.52,3.33,1697.2,17919919.6,1883.6,19546306.95,896.27,6681060.01,1392.62,9697747.34,NA
230440005060884,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,234,856,3.66,2.29,603.03,259789.19,685,238852.13,391.98,177588.62,622.41,138481.19,NA
230440005060885,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,255,1007,3.95,3.18,577.42,211071.32,645.8,191822.78,244.61,143743.76,572.36,148767.69,NA
230440005060886,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,1,332,1214,3.66,3.1,517.73,184977.84,646.18,147726.83,329.37,168426.08,596.32,145701.67,NA
230440005060887,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,236,936,3.97,3.59,558.17,170805.2,648.91,139536.87,317.79,137926.13,580.15,99495.54,NA
230440005060888,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,250,1021,4.08,3.62,551.12,195786.69,615.09,179090.57,348.65,165027.13,570.63,143387.89,NA
230440005060889,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,1,469,1701,3.63,2.76,536.1,281011.4,622.36,272521.4,323.2,186921.74,565.29,190086.96,NA
230440005060890,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,317,1152,3.63,3.15,486.34,137584.63,558.58,117595.2,303.2,132495.01,521.62,113973.55,NA
230440005060891,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,1,179,624,3.49,2.48,401.45,83005.4,475.89,62837.28,298.53,87835.7,471.31,57142.23,NA
230440005060892,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,1,198,712,3.6,3.13,422.12,332995.61,592.77,366697.48,303.31,206260.95,532.26,240204.11,NA
230440005060893,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,1,212,753,3.55,3.24,489.46,217051.28,537.65,212488.61,310.15,148177.52,470.26,149380.97,NA
230440005060894,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,209,781,3.74,4.57,387.97,317813.15,474.19,347730.81,279.12,177738.66,463.39,209778.45,NA
230440005060895,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,212,788,3.72,3.09,466.7,197514.85,630.2,163457.13,372.23,175220.23,618.25,138839.08,NA
230440005060896,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,294,1022,3.48,2.73,431.96,137936.14,559.46,107184.67,307.95,124404.34,535.46,94431.03,NA
230440005060897,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,175,683,3.9,3.41,523.37,108091.83,555.08,96968.63,318.75,113705.41,522.42,79860.46,NA
230440005060898,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,1,247,887,3.59,2.84,415.53,481949.93,576.61,576426.26,252.08,231512.29,535.57,340385.15,NA
230440005060899,2,Região Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,23016,Fortaleza,07,RM Fortaleza,2304400,FORTALEZA,230440005,FORTALEZA,23044000506,ANTÔNIO BEZERRA,2304400039,Vila Velha,1,0,370,1350,3.65,2.79,844.09,1128914.9,975.98,1176736.58,501.56,667982.71,851.45,836310.15,NA
