Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,X34
261160605180031,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,0,276,773,2.8,2.12,2584.71,88193542.84,2972.42,100320675.42,1497.52,35973280.22,2260.18,52604243.95,NA
261160605180032,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,0,262,665,2.54,1.98,1791.63,5046591.32,1989.01,5210669.79,1334.69,3496754.24,1674.19,3818453.26,NA
261160605180033,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,0,288,817,2.84,2.25,2601.91,7584324.58,2871.07,7596168.48,1495.77,4711272.51,2187.21,5378052.79,NA
261160605180034,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,0,214,607,2.84,2.41,2459.21,5769297.03,2518.04,5759126.35,1491.8,3562186.07,1990.19,3760829.64,NA
261160605180035,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,0,205,621,3.03,2.3,2338.39,4926990.04,2445.77,4890428.64,1405.7,4203109.33,2002.26,4793828.85,NA
261160605180036,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,0,185,533,2.88,2.22,1053.76,2797907.19,1756.27,3435125.25,960.31,3077568.55,1773.16,4245608.65,NA
261160605180037,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,0,319,1088,3.41,3.76,1013.37,1446843.74,1092.11,1473361.89,611.52,819561.56,918.7,949242.85,NA
261160605180038,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,0,276,970,3.51,3.06,1320.4,1898335.39,1380.42,1901786.43,776.38,1150730.97,1108.93,1275057.56,NA
261160605180039,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,0,335,1186,3.54,3.2,978.18,1508214.02,1321.33,1584192.17,770.71,1406112.67,1188.97,1672286.93,NA
261160605180040,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,1,296,928,3.14,3.24,446.45,241918.72,681.19,209047.01,276.85,167490.38,616.76,163478.37,NA
261160605180041,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,0,125,436,3.49,2.36,1028.53,3786590.46,1918.9,5379791.31,882.68,2209886.51,1539.03,2845708.83,NA
261160605180042,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,0,258,609,2.36,1.79,3505.64,9468112.64,3706.79,9264936.32,2399.52,7481305.68,3087.42,7502280.33,NA
261160605180043,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,0,226,585,2.59,2.06,2059.01,3971942.26,2315.11,3872579.91,1384.28,2780175.52,1853.53,2853023.15,NA
261160605180044,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,0,225,507,2.25,1.44,2868.09,5501847.25,2933.28,5435384.56,2075.27,5008510.25,2340.09,5027977.86,NA
261160605180045,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,1,170,608,3.58,4.84,354.62,68288.88,443.28,45897.12,208.04,66022.18,430.12,40872.32,NA
261160605180046,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,0,180,658,3.66,3.68,917.2,973096.59,988.6,978292.96,529.81,560813.85,817.54,630334.79,NA
261160605180047,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,1,173,574,3.32,3.66,388.53,115341.98,550.94,73735.44,256.07,100591.57,534.05,61155.71,NA
261160605180048,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,1,209,671,3.21,2.31,441.46,118431.29,504.19,103552.91,285.34,103051.08,435.48,91858.99,NA
261160605180049,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,1,262,836,3.19,3.07,562.31,247086.17,621.62,236232.97,355.09,186735.35,550.43,181930.16,NA
261160605180050,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,1,170,601,3.54,4.19,424.24,99584.82,497.39,80239.88,246.02,87965.6,460.51,65802.23,NA
261160605180051,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,1,183,651,3.56,3.8,413.03,145011.59,478.38,136640.2,278.67,147691.94,455.7,160881.96,NA
261160605180052,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,1,255,911,3.57,4.01,448.98,124272.09,499.96,112845.5,262.27,107935.75,449.34,100847.5,NA
261160605180053,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,1,231,880,3.81,3.69,492.61,96492.55,531.74,83287.66,244.58,96745.3,450.65,85363.18,NA
261160605180054,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,1,330,1312,3.98,5.09,323.1,118752.23,515.08,90289.53,193.89,85230.99,486.53,71461.18,NA
261160605180055,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,1,364,1294,3.55,3.29,454.76,121905.49,520.54,105245.08,268.34,113518.75,462.4,105870.85,NA
261160605180056,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606001,Recife,1,0,4,7,1.75,0.92,1277.5,2197358.33,1277.5,2197358.33,664,1054604.44,948.57,1266980.95,NA
261160605180057,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606011,São José,1,0,332,918,2.77,3.13,2382.84,29194407.74,2628.25,31564017.73,1913.8,23661334.87,2683.72,31126265.18,NA
261160605180058,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606011,São José,1,0,127,416,3.28,3.06,759.32,573439.86,853.4,564119.24,478.53,369407.63,710.96,383642.89,NA
261160605180059,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606011,São José,1,1,221,655,2.96,2.58,451.75,107769.23,477.68,101537.13,285.86,106113.95,418.93,99748.73,NA
261160605180061,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606011,São José,1,1,175,598,3.42,3.62,475.58,137731.41,501.37,132238.11,283.96,130368.73,457.23,130695.9,NA
261160605180062,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606011,São José,1,0,249,783,3.14,3.01,674.12,589800.86,702.32,594689.68,375.77,339175.25,592.31,406532.36,NA
261160605180063,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606011,São José,1,1,167,510,3.05,3.7,370.33,177796.63,435.53,180723.54,265.91,142884.47,431.14,160506.39,NA
261160605180064,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606011,São José,1,1,166,555,3.34,2.7,243.91,182254.33,622.91,230104.87,202.37,138858.94,550.35,186405.64,NA
261160605180065,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606011,São José,1,1,274,937,3.42,3.23,432.41,197204.44,512.9,192608.69,343.79,175924.07,510.42,176140.54,NA
261160605180066,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606011,São José,1,1,246,790,3.21,3.04,542.33,207659.7,582.59,199584.67,353.02,183502.65,512.7,184639.41,NA
261160605180067,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606010,Cabanga,1,0,293,884,3.02,3,656.6,1929327.46,751.5,2137672.58,438.38,864438.49,669.7,1166256.15,NA
261160605180068,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606010,Cabanga,1,0,213,662,3.11,2.63,1916.69,4520134.78,1991.49,4547705.41,1082.49,2610178.94,1457.47,2968615.09,NA
261160605180069,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606009,Ilha Joana Bezerra,1,1,256,932,3.64,4.96,402.68,67733.78,442.43,56786.63,244.97,73645.92,382.77,62301.77,NA
261160605180070,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606009,Ilha Joana Bezerra,1,1,244,888,3.64,3.6,308.75,175461.84,627.78,156326.57,239.19,161373.06,615.55,183695.06,NA
261160605180071,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606009,Ilha Joana Bezerra,1,0,387,1345,3.48,3.29,259.56,131518.47,504.77,131992.27,249.19,139604.62,518.31,150906.83,NA
261160605180072,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606009,Ilha Joana Bezerra,1,0,343,1286,3.75,3.62,487.8,262686.68,638.6,247535.24,278.05,165600.27,581.81,169792.25,NA
261160605180073,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606009,Ilha Joana Bezerra,1,1,232,764,3.29,2.74,284.08,135257.46,499.3,130232.01,246.14,111296.35,497.01,100009.67,NA
261160605180074,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606009,Ilha Joana Bezerra,1,1,177,635,3.59,3.7,337.27,86286.76,470.05,57618.52,204.26,75292.27,465.25,49951.91,NA
261160605180075,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606009,Ilha Joana Bezerra,1,1,305,1045,3.43,3.9,520.07,165630.7,550.76,158475.14,313.15,135368.87,478.51,127710.91,NA
261160605180076,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606009,Ilha Joana Bezerra,1,1,290,999,3.44,3.6,223.02,71022.91,387.28,59649.95,189.17,62820.76,384.65,52519.07,NA
261160605180077,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606009,Ilha Joana Bezerra,1,1,250,799,3.2,3.46,418.38,215048.16,471.15,217319.23,262.77,151192.65,430.55,175556.59,NA
261160605180078,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606009,Ilha Joana Bezerra,1,1,186,646,3.47,4.06,233.55,93587.58,452.51,82126.38,221.23,89303.26,470.35,72618.93,NA
261160605180079,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606006,Paissandu,1,0,180,486,2.7,1.72,3519.67,8535814.47,3662.09,8358635.91,2018.32,5905136.77,2676.1,6069823.05,NA
261160605180080,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606007,Ilha do Leite,1,0,167,490,2.93,1.94,1902.35,6304489.3,2221.62,6655733.01,1068.76,3715460.34,1813.3,4958356.65,NA
261160605180081,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606008,Coelhos,1,1,269,899,3.34,2.91,366.27,240784.74,627.56,248629.97,286.17,169111.07,596.26,167458.79,NA
261160605180082,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606008,Coelhos,1,1,136,459,3.38,2.18,559.95,257685.47,662.2,236848.97,361.53,200825.52,620.86,183799.42,NA
261160605180083,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606008,Coelhos,1,0,111,410,3.69,4.65,1881.12,6263616.07,2152.62,6586533.13,946.79,3006428.04,1548.13,3989396.45,NA
261160605180084,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606008,Coelhos,1,1,170,544,3.2,3.25,414.54,142186.3,546.29,115191.87,279.52,127754.33,511.88,114960.51,NA
261160605180085,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606008,Coelhos,1,1,259,871,3.36,3.88,459.19,109668.66,512.63,94973.51,274.85,101349.84,463.85,83332.82,NA
261160605180086,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606005,Santo Antônio,1,0,142,246,1.73,1.6,1058.24,665901.13,1073.36,659139.01,859.11,999253.04,1065.3,1019511.78,NA
261160605180087,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2611606,RECIFE,261160605,RECIFE,26116060518,RPA 01,2611606002,Santo Amaro,1,1,300,975,3.25,3.98,301.65,246362.37,494.51,308842.1,247.87,167231.32,503.88,211063.67,NA
